id,service_charge_id,charge_status,last_charge_status,service_flow_id,service_billing_type,create_time,update_time
1abVoDkk0Rq,1abVoDfLcyX,PENDING,PENDING,1abVoDfLcyU,INVOICE_BILLING,2025-01-31 09:58:20.844563,2025-01-31 09:58:20.855745
1abYAYRMpSk,1abYAYLyRzR,PENDING,PENDING,1abYAYLyRzO,INVOICE_BILLING,2025-01-31 10:31:22.528591,2025-01-31 10:31:22.539386
1afpwmgQHcT,1afpwmaSht2,PENDING,PENDING,1afpwmaShsz,INVOICE_BILLING,2025-02-03 00:30:34.528877,2025-02-03 00:30:34.540258
1afpxFI9gOP,1afpxEyHlHo,PENDING,PENDING,1afpxEyHlHl,INVOICE_BILLING,2025-02-03 00:30:40.758068,2025-02-03 00:30:40.789810
1afpxRD1Y1x,1afpxQz7Cei,PENDING,PENDING,1afpxQz7Cef,INVOICE_BILLING,2025-02-03 00:30:43.387623,2025-02-03 00:30:43.392189
1afpxbgpJWI,1afpxbTCZH7,PENDING,PENDING,1afpxbTCZH4,INVOICE_BILLING,2025-02-03 00:30:45.677721,2025-02-03 00:30:45.681623
1afpxlOoYt8,1afpxlDkCoX,PENDING,PENDING,1afpxlDkCoU,INVOICE_BILLING,2025-02-03 00:30:47.799131,2025-02-03 00:30:47.802540
1afpy2b1t1e,1afpy2RNWbN,PENDING,PENDING,1afpy2RNWbK,INVOICE_BILLING,2025-02-03 00:30:51.554995,2025-02-03 00:30:51.558607
1afpyHKkf2F,1afpyHBNtk2,PENDING,PENDING,1afpyHBNtjz,INVOICE_BILLING,2025-02-03 00:30:54.773797,2025-02-03 00:30:54.777045
1afpyQhAOhg,1afpyQRYSY3,PENDING,PENDING,1afpyQRYSY0,INVOICE_BILLING,2025-02-03 00:30:56.817783,2025-02-03 00:30:56.822628
1afpyZGt1uq,1afpyZ66GyJ,PENDING,PENDING,1afpyZ66GyG,INVOICE_BILLING,2025-02-03 00:30:58.691871,2025-02-03 00:30:58.695091
1afpyhgK9ua,1afpyhcdNDf,PENDING,PENDING,1afpyhcdNDc,INVOICE_BILLING,2025-02-03 00:31:00.529602,2025-02-03 00:31:00.532693
1afpyuT3rsN,1afpyuErvN4,PENDING,PENDING,1afpyuErvN1,INVOICE_BILLING,2025-02-03 00:31:03.321318,2025-02-03 00:31:03.325043
1afpz1S05sh,1afpz1HmXCI,PENDING,PENDING,1afpz1HUw4B,INVOICE_BILLING,2025-02-03 00:31:04.847459,2025-02-03 00:31:04.850260
1afpz9xcRHm,1afpz9lPggv,PENDING,PENDING,1afpz9lPggs,INVOICE_BILLING,2025-02-03 00:31:06.706476,2025-02-03 00:31:06.709191
1afpzPfa7TJ,1afpzPRxNE8,PENDING,PENDING,1afpzPRxNE5,INVOICE_BILLING,2025-02-03 00:31:10.135202,2025-02-03 00:31:10.140188
1afpzfgicym,1afpzfcB2tf,PENDING,PENDING,1afpzfcB2tc,INVOICE_BILLING,2025-02-03 00:31:13.634932,2025-02-03 00:31:13.639418
1afpzt29LRQ,1afpzsqnOEl,PENDING,PENDING,1afpzsqnOEi,INVOICE_BILLING,2025-02-03 00:31:16.551295,2025-02-03 00:31:16.554728
1afq05zjkjF,1afq05nFP0K,PENDING,PENDING,1afq05nFP0H,INVOICE_BILLING,2025-02-03 00:31:19.382345,2025-02-03 00:31:19.385546
1afq0IOl2gB,1afq0I3kj3K,PENDING,PENDING,1afq0I3kj3H,INVOICE_BILLING,2025-02-03 00:31:22.089278,2025-02-03 00:31:22.094045
1afq0TItYoF,1afq0T9FCNy,PENDING,PENDING,1afq0T9FCNv,INVOICE_BILLING,2025-02-03 00:31:24.473934,2025-02-03 00:31:24.476892
1afq0k59T8I,1afq0jsNWHJ,PENDING,PENDING,1afq0jsNWHG,INVOICE_BILLING,2025-02-03 00:31:28.136325,2025-02-03 00:31:28.141322
1afq0xjNfa5,1afq0xXAuzE,PENDING,PENDING,1afq0xXAuzB,INVOICE_BILLING,2025-02-03 00:31:31.119672,2025-02-03 00:31:31.122480
1afq1DEj5jo,1afq1D0okMZ,PENDING,PENDING,1afq1D0okMW,INVOICE_BILLING,2025-02-03 00:31:34.505485,2025-02-03 00:31:34.509478
1afq1U9HKGT,1afq1U51LJQ,PENDING,PENDING,1afq1U51LJN,INVOICE_BILLING,2025-02-03 00:31:38.200038,2025-02-03 00:31:38.203110
1afq1jNiict,1afq1jBEMty,PENDING,PENDING,1afq1jBEMtv,INVOICE_BILLING,2025-02-03 00:31:41.527061,2025-02-03 00:31:41.530153
1afq1wWJXcJ,1afq1wRClH4,PENDING,PENDING,1afq1wRClH1,INVOICE_BILLING,2025-02-03 00:31:44.397308,2025-02-03 00:31:44.400457
1afq26Mb7JK,1afq26HUKy5,PENDING,PENDING,1afq26HUKy2,INVOICE_BILLING,2025-02-03 00:31:46.546800,2025-02-03 00:31:46.550465
1afq2Hj7VO4,1afq2HW3xP1,PENDING,PENDING,1afq2HW3xOy,INVOICE_BILLING,2025-02-03 00:31:49.029200,2025-02-03 00:31:49.032696
1afq2SQY2DZ,1afq2SMZeOa,PENDING,PENDING,1afq2SMZeOX,INVOICE_BILLING,2025-02-03 00:31:51.361659,2025-02-03 00:31:51.369618
1afq2cUSL6c,1afq2cIFaVl,PENDING,PENDING,1afq2cIFaVi,INVOICE_BILLING,2025-02-03 00:31:53.564875,2025-02-03 00:31:53.567774
1afq2lqMptP,1afq2li8T7S,PENDING,PENDING,1afq2li8T7P,INVOICE_BILLING,2025-02-03 00:31:55.607933,2025-02-03 00:31:55.611001
1afq2yH1mKk,1afq2y6oDeH,PENDING,PENDING,1afq2y6oDeE,INVOICE_BILLING,2025-02-03 00:31:58.321807,2025-02-03 00:31:58.325821
1afq39yUYAO,1afq39mZOhb,PENDING,PENDING,1afq39mZOhY,INVOICE_BILLING,2025-02-03 00:32:00.878048,2025-02-03 00:32:00.881858
1afq3JsFGIh,1afq3Jn8TxS,PENDING,PENDING,1afq3Jn8TxP,INVOICE_BILLING,2025-02-03 00:32:03.040734,2025-02-03 00:32:03.043511
1afq3TkATIz,1afq3TX6vJw,PENDING,PENDING,1afq3TX6vJt,INVOICE_BILLING,2025-02-03 00:32:05.196250,2025-02-03 00:32:05.199706
1afq3gbrGXr,1afq3gR4VbK,PENDING,PENDING,1afq3gR4VbH,INVOICE_BILLING,2025-02-03 00:32:08.006424,2025-02-03 00:32:08.009095
1afq3pHhALK,1afq3p8tbJF,PENDING,PENDING,1afq3p8tbJC,INVOICE_BILLING,2025-02-03 00:32:09.901895,2025-02-03 00:32:09.904667
1afy0EjACN9,1afy0Eg2bwM,PENDING,PENDING,1afy0Eg2bwJ,INVOICE_BILLING,2025-02-03 02:23:18.235497,2025-02-03 02:23:18.239810
1ag1hoyMQzl,1ag1hovo2p6,PENDING,PENDING,1ag1hovo2p3,INVOICE_BILLING,2025-02-03 03:15:07.323998,2025-02-03 03:15:07.327981
1ag567OBxh8,1ag567L4NGL,PENDING,PENDING,1ag567L4NGI,INVOICE_BILLING,2025-02-03 04:02:35.214275,2025-02-03 04:02:35.218176
1ag5e97WdfP,1ag5e95Fqco,PENDING,PENDING,1ag5e95Fqcl,INVOICE_BILLING,2025-02-03 04:10:16.029365,2025-02-03 04:10:16.032345
1agHIQEonS0,1agHIQ7RE4F,PENDING,PENDING,1agHIQ7RE4C,INVOICE_BILLING,2025-02-03 06:53:17.259199,2025-02-03 06:53:17.262734
1agHh0YOvnW,1agHh0QAZ1Z,PENDING,PENDING,1agHh0QAZ1W,INVOICE_BILLING,2025-02-03 06:58:50.204802,2025-02-03 06:58:50.208388
1agHxvhbDsh,1agHxvf2phy,PENDING,PENDING,1agHxvf2phv,INVOICE_BILLING,2025-02-03 07:02:39.361870,2025-02-03 07:02:39.366915
1agIbeYQxZE,1agIbeLf0iF,PENDING,PENDING,1agIbeLf0iC,INVOICE_BILLING,2025-02-03 07:11:37.306742,2025-02-03 07:11:37.310175
1agTrceFv7H,1agTrcbz84g,PENDING,PENDING,1agTrcbz84d,INVOICE_BILLING,2025-02-03 09:49:09.367062,2025-02-03 09:49:09.371037
1ahUEsXPq3R,1ahUEsEOiL2,PENDING,PENDING,1ahUEsEOiKz,INVOICE_BILLING,2025-02-04 00:22:00.607311,2025-02-04 00:22:00.651977
1ahUldZt5Cs,1ahUldJhwn7,PENDING,PENDING,1ahUldJhwn4,INVOICE_BILLING,2025-02-04 00:29:24.273458,2025-02-04 00:29:24.277496
1ahUm1JybNV,1ahUm0y7UMS,PENDING,PENDING,1ahUm0y7UMP,INVOICE_BILLING,2025-02-04 00:29:29.407887,2025-02-04 00:29:29.463341
1ahUmFP4yAR,1ahUmFKFmxG,PENDING,PENDING,1ahUmFKFmxD,INVOICE_BILLING,2025-02-04 00:29:32.535788,2025-02-04 00:29:32.539261
1ahUmPkIp41,1ahUmPVXgIa,PENDING,PENDING,1ahUmPVXgIX,INVOICE_BILLING,2025-02-04 00:29:34.795209,2025-02-04 00:29:34.798533
1ahUmXDZx9P,1ahUmX5umda,PENDING,PENDING,1ahUmX5umdX,INVOICE_BILLING,2025-02-04 00:29:36.425069,2025-02-04 00:29:36.430610
1ahUmfRuwSC,1ahUmfJgZgF,PENDING,PENDING,1ahUmfJgZgC,INVOICE_BILLING,2025-02-04 00:29:38.223299,2025-02-04 00:29:38.228579
1ahUmmBBHxl,1ahUmm2wvBo,PENDING,PENDING,1ahUmm2wvBl,INVOICE_BILLING,2025-02-04 00:29:39.694486,2025-02-04 00:29:39.698718
1ahUmufTMsz,1ahUmuNsEou,PENDING,PENDING,1ahUmuNadgn,INVOICE_BILLING,2025-02-04 00:29:41.548563,2025-02-04 00:29:41.552259
1ahUn1J1y22,1ahUn1BvzmL,PENDING,PENDING,1ahUn1BvzmI,INVOICE_BILLING,2025-02-04 00:29:42.999319,2025-02-04 00:29:43.002196
1ahUn7ftljy,1ahUn7NAF9d,PENDING,PENDING,1ahUn7Mse1W,INVOICE_BILLING,2025-02-04 00:29:44.388792,2025-02-04 00:29:44.393108
1ahUnKfBloo,1ahUnKRqchh,PENDING,PENDING,1ahUnKRqche,INVOICE_BILLING,2025-02-04 00:29:47.225997,2025-02-04 00:29:47.230258
1ahUnSfKpfT,1ahUnSJTieQ,PENDING,PENDING,1ahUnSJC7WJ,INVOICE_BILLING,2025-02-04 00:29:48.972258,2025-02-04 00:29:48.978399
1ahUna8aBBc,1ahUnZzmc9W,PENDING,PENDING,1ahUnZzmc9T,INVOICE_BILLING,2025-02-04 00:29:50.607364,2025-02-04 00:29:50.610398
1ahUngyP49k,1ahUngdOkWt,PENDING,PENDING,1ahUngdOkWq,INVOICE_BILLING,2025-02-04 00:29:52.100107,2025-02-04 00:29:52.103761
1ahUnniURHv,1ahUnnZPH7m,PENDING,PENDING,1ahUnnZPH7j,INVOICE_BILLING,2025-02-04 00:29:53.573740,2025-02-04 00:29:53.576964
1ahUo2VMYwi,1ahUo2L90GJ,PENDING,PENDING,1ahUo2L90GG,INVOICE_BILLING,2025-02-04 00:29:56.802910,2025-02-04 00:29:56.806047
1ahUoGd35GX,1ahUoGV6Jce,PENDING,PENDING,1ahUoGV6Jcb,INVOICE_BILLING,2025-02-04 00:29:59.888458,2025-02-04 00:29:59.891909
1ahUoNJjGEC,1ahUoN4y7Sl,PENDING,PENDING,1ahUoN4y7Si,INVOICE_BILLING,2025-02-04 00:30:01.348973,2025-02-04 00:30:01.352244
1ahUoSQnCpP,1ahUoSEs3Mc,PENDING,PENDING,1ahUoSEs3MZ,INVOICE_BILLING,2025-02-04 00:30:02.464792,2025-02-04 00:30:02.469132
1ahUoZKYhuQ,1ahUoZ0yNvt,PENDING,PENDING,1ahUoZ0yNvq,INVOICE_BILLING,2025-02-04 00:30:03.967361,2025-02-04 00:30:03.976509
1ahUoescJpU,1ahUoei7A11,PENDING,PENDING,1ahUoehpYsu,INVOICE_BILLING,2025-02-04 00:30:05.182681,2025-02-04 00:30:05.188337
1ahUokzoddN,1ahUokvYegK,PENDING,PENDING,1ahUokvYegH,INVOICE_BILLING,2025-02-04 00:30:06.521605,2025-02-04 00:30:06.524391
1ahUoq7TXP9,1ahUoq0NZ9S,PENDING,PENDING,1ahUoq0NZ9P,INVOICE_BILLING,2025-02-04 00:30:07.640078,2025-02-04 00:30:07.643695
1ahUpY8R6Ty,1ahUpXuF9yf,PENDING,PENDING,1ahUpXtxYqY,INVOICE_BILLING,2025-02-04 00:30:17.254847,2025-02-04 00:30:17.257853
1ahUphqlumz,1ahUpheHZ44,PENDING,PENDING,1ahUpheHZ41,INVOICE_BILLING,2025-02-04 00:30:19.375101,2025-02-04 00:30:19.379143
1ahUqDRvJxn,1ahUqDCaywE,PENDING,PENDING,1ahUqDCaywB,INVOICE_BILLING,2025-02-04 00:30:26.278409,2025-02-04 00:30:26.281564
1ahUp1DDpqr,1ahUp0zsgjk,PENDING,PENDING,1ahUp0zsgjh,INVOICE_BILLING,2025-02-04 00:30:10.064280,2025-02-04 00:30:10.066948
1ahUpDEKsKe,1ahUpD9Vh7T,PENDING,PENDING,1ahUpD9Vh7Q,INVOICE_BILLING,2025-02-04 00:30:12.688456,2025-02-04 00:30:12.691089
1ahUprQYyi9,1ahUprHToY0,PENDING,PENDING,1ahUprHToXx,INVOICE_BILLING,2025-02-04 00:30:21.468800,2025-02-04 00:30:21.471697
1ahUpMQJPYs,1ahUpMCgfJh,PENDING,PENDING,1ahUpMCgfJe,INVOICE_BILLING,2025-02-04 00:30:14.695038,2025-02-04 00:30:14.699272
1ahUq4MjOfW,1ahUq4EV1tW,PENDING,PENDING,1ahUq4EV1tT,INVOICE_BILLING,2025-02-04 00:30:24.293358,2025-02-04 00:30:24.297286
1ahUqLWbxPY,1ahUqLHqoe7,PENDING,PENDING,1ahUqLHqoe4,INVOICE_BILLING,2025-02-04 00:30:28.036916,2025-02-04 00:30:28.045102
1ahUqUrxFvj,1ahUqUpOrl4,PENDING,PENDING,1ahUqUpOrl1,INVOICE_BILLING,2025-02-04 00:30:30.083333,2025-02-04 00:30:30.086084
1ahUqc3LfWD,1ahUqbp9j0u,PENDING,PENDING,1ahUqbp9j0r,INVOICE_BILLING,2025-02-04 00:30:31.652423,2025-02-04 00:30:31.655486
1aheNAsACqq,1aheNAbhTJ1,PENDING,PENDING,1aheNAbhTIy,INVOICE_BILLING,2025-02-04 02:43:49.145044,2025-02-04 02:43:49.177457
1ahkry8O1Fe,1ahkry1I2zx,PENDING,PENDING,1ahkry1I2zu,INVOICE_BILLING,2025-02-04 04:14:43.898945,2025-02-04 04:14:43.914293
1ahxCvQ3vUn,1ahxCvJX9VE,PENDING,PENDING,1ahxCvJX9VB,INVOICE_BILLING,2025-02-04 07:07:23.115134,2025-02-04 07:07:23.128300
1ai21rN4spc,1ai21rIXIkV,PENDING,PENDING,1ai21rIXIkS,INVOICE_BILLING,2025-02-04 08:14:51.365170,2025-02-04 08:14:51.371862
1ai5ruxLM18,1ai5ru2Za09,PENDING,PENDING,1ai5ru2Za06,INVOICE_BILLING,2025-02-04 09:08:35.171029,2025-02-04 09:08:35.205071
1aj9he0ZShb,1aj9hdwJTkY,PENDING,PENDING,1aj9hdw1scR,INVOICE_BILLING,2025-02-05 00:29:50.884813,2025-02-05 00:29:50.892105
1aj9i5TUjlj,1aj9i50XeV4,PENDING,PENDING,1aj9i50XeV1,INVOICE_BILLING,2025-02-05 00:29:56.842862,2025-02-05 00:29:56.891592
1aj9iRlU0dg,1aj9iRfo22J,PENDING,PENDING,1aj9iRfWQuC,INVOICE_BILLING,2025-02-05 00:30:01.754450,2025-02-05 00:30:01.760684
1aj9id79c9c,1aj9iclIV8Z,PENDING,PENDING,1aj9iclIV8W,INVOICE_BILLING,2025-02-05 00:30:04.232110,2025-02-05 00:30:04.239483
1aj9imQVj2L,1aj9im5n0XY,PENDING,PENDING,1aj9im5n0XV,INVOICE_BILLING,2025-02-05 00:30:06.267984,2025-02-05 00:30:06.273708
1aj9ivjOG9O,1aj9ivWtuQT,PENDING,PENDING,1aj9ivWtuQQ,INVOICE_BILLING,2025-02-05 00:30:08.288982,2025-02-05 00:30:08.305466
1aj9jCshdSi,1aj9jCJDmCZ,PENDING,PENDING,1aj9jCJDmCW,INVOICE_BILLING,2025-02-05 00:30:12.041828,2025-02-05 00:30:12.051014
1aj9jNBZ3eA,1aj9jMxwJOz,PENDING,PENDING,1aj9jMxeiGs,INVOICE_BILLING,2025-02-05 00:30:14.296869,2025-02-05 00:30:14.302230
1aj9jW3xGus,1aj9jVrBK3t,PENDING,PENDING,1aj9jVrBK3q,INVOICE_BILLING,2025-02-05 00:30:16.235090,2025-02-05 00:30:16.241772
1aj9jiRrs7H,1aj9jiCFvxe,PENDING,PENDING,1aj9jiCFvxb,INVOICE_BILLING,2025-02-05 00:30:18.940750,2025-02-05 00:30:18.946313
1aj9jqiPmzp,1aj9jqSnqqC,PENDING,PENDING,1aj9jqSnqq9,INVOICE_BILLING,2025-02-05 00:30:20.746861,2025-02-05 00:30:20.752692
1aj9jxTBl7E,1aj9jxE91Dj,PENDING,PENDING,1aj9jxE91Dg,INVOICE_BILLING,2025-02-05 00:30:22.221729,2025-02-05 00:30:22.227982
1aj9k9eQjLD,1aj9k9XcMDZ,PENDING,PENDING,1aj9k9XKl5S,INVOICE_BILLING,2025-02-05 00:30:24.882137,2025-02-05 00:30:24.888873
1aj9kNhfIXI,1aj9kNYa8N9,PENDING,PENDING,1aj9kNYa8N6,INVOICE_BILLING,2025-02-05 00:30:27.952308,2025-02-05 00:30:27.957987
1aj9kessEBl,1aj9keg6HKm,PENDING,PENDING,1aj9keg6HKj,INVOICE_BILLING,2025-02-05 00:30:31.705128,2025-02-05 00:30:31.710142
1aj9kqYVOJ9,1aj9kqDV4gI,PENDING,PENDING,1aj9kqDV4gF,INVOICE_BILLING,2025-02-05 00:30:34.253985,2025-02-05 00:30:34.259455
1aj9kxNvHMY,1aj9kxCHj1p,PENDING,PENDING,1aj9kxCHj1m,INVOICE_BILLING,2025-02-05 00:30:35.745685,2025-02-05 00:30:35.751688
1aj9l3vdhYk,1aj9l3adNvt,PENDING,PENDING,1aj9l3adNvq,INVOICE_BILLING,2025-02-05 00:30:37.174855,2025-02-05 00:30:37.180724
1aj9lB1EhyL,1aj9lAimmW4,PENDING,PENDING,1aj9lAimmW1,INVOICE_BILLING,2025-02-05 00:30:38.723678,2025-02-05 00:30:38.729209
1aj9lJkv0Wt,1aj9lJPd5ly,PENDING,PENDING,1aj9lJPd5lv,INVOICE_BILLING,2025-02-05 00:30:40.628804,2025-02-05 00:30:40.637899
1aj9lS9Pglz,1aj9lRtW9UI,PENDING,PENDING,1aj9lRtW9UF,INVOICE_BILLING,2025-02-05 00:30:42.465700,2025-02-05 00:30:42.471054
1aj9lZ2tay6,1aj9lYiAsTJ,PENDING,PENDING,1aj9lYiAsTG,INVOICE_BILLING,2025-02-05 00:30:43.968403,2025-02-05 00:30:43.977093
1aj9lkk8iMd,1aj9lkOqnbi,PENDING,PENDING,1aj9lkOqnbf,INVOICE_BILLING,2025-02-05 00:30:46.527438,2025-02-05 00:30:46.532943
1aj9lzUWK1C,1aj9lz7WoTt,PENDING,PENDING,1aj9lz7WoTq,INVOICE_BILLING,2025-02-05 00:30:49.748175,2025-02-05 00:30:49.753433
1aj9mAXk0J3,1aj9mA4DimG,PENDING,PENDING,1aj9mA3w7e9,INVOICE_BILLING,2025-02-05 00:30:52.161932,2025-02-05 00:30:52.167783
1aj9mN64712,1aj9mMluamN,PENDING,PENDING,1aj9mMluamK,INVOICE_BILLING,2025-02-05 00:30:54.903954,2025-02-05 00:30:54.909357
1aj9mW1rVpa,1aj9mVg0OoX,PENDING,PENDING,1aj9mVg0OoU,INVOICE_BILLING,2025-02-05 00:30:56.855459,2025-02-05 00:30:56.860742
